Q38176	Small Blue Gascony Hound
Q38179	Rampur Hound
Q38182	Pastor Garafiano
Q38185	Poitevin (dog)
Q38189	Glen of Imaal Terrier
Q38192	American Mastiff
Q38196	Volpino Italiano
Q38199	Perdiguero de Burgos
Q38206	Ratonero Valenciano
Q38209	Ratonero Bodeguero Andaluz
Q38211	Istarski oštrodlaki gonič
Q38217	Polish Hound
Q38219	Armenian Gampr dog
Q38223	Kai Inu
Q38233	Hellinikos Ichnilatis
Q38255	Bracco Italiano
Q38262	Cirneco dell'Etna
Q38263	Bolonka Zwetna
Q38280	German Shepherd Dog
Q38289	Irish Red And White Setter
Q38295	Coton de Tulear
Q38301	Gordon Setter (dog)
Q38309	English Setter
Q38312	Rajapalayam Hound
Q38322	Bull Terrier
Q38336	Dandie Dinmont Terrier
Q38342	Kishu Inu
Q38352	Lhasa Apso
Q38368	Hovawart
Q38375	Curly Coated Retriever
Q38383	English Bulldog
Q38387	Manchester Terrier
Q38394	Erdélyi Kopó
Q38399	Belgian Shepherd Groenendael
Q38403	Kromfohrländer
Q38409	Griffon Nivernais
Q38416	East Siberian Laika
Q38418	English Mastiff
Q38425	Huntaway
Q38426	Österreichischer Pinscher
Q38431	Rat Terrier
Q38442	Dogo Guatemalteco
Q38443	Treeing Tennessee Brindle
Q38446	Dogo Cubano
Q38449	Bichon Havanais
Q38452	Karakachan
Q38467	Kuvasz
Q38468	Français blanc et noir
Q38475	Français Tricolore
Q38478	Norsk Buhund
Q38487	Leonberger
Q38494	Belgian Shepherd Malinois
Q38496	Boxer (dog)
Q38503	Italian Greyhound
Q38504	East-European Shepherd
Q38508	Kangal Çoban Köpeği
Q38509	Campeiro Bulldog
Q38510	Bull and Terrier
Q38515	Greenland Dog
Q38518	Moscow Watchdog
Q38520	Čierný šery
Q38529	Neapolitan Mastiff
Q38537	Croatian Sheepdog
Q38546	South Russian Ovcharka
Q38556	Blackmouth Cur
Q38559	Cão de agua Português
Q38563	Chilean Fox Terrier
Q38566	Cordoba Fighting Dog
Q38570	Central Asia Shepherd Dog
Q38576	Caucasian Shepherd
Q38602	Canaan Dog
Q38621	Brazilian Terrier
Q38631	Montenegrin Mountain Hound
Q38634	Tchiorny Terrier
Q38638	Istarski kratkodlaki gonič
Q38642	Cesky-Terrier
Q38644	Irish Terrier
Q38651	Czechoslovakian Wolfdog
Q38653	Basque Shepherd Dog
Q38655	Deutscher Spitz
Q38666	Bullenbeisser
Q38668	Irish Wolfhound
Q38675	Komondor
Q38679	Belgian Shepherd Tervuren
Q38686	Golden Retriever
Q38688	Giant Schnauzer
Q38690	Mudi
Q38698	Pug
Q38706	Newfoundland (dog)
Q38710	Icelandic Sheepdog
Q38716	Kooikerhondje
Q38726	Labrador Retriever
Q38728	Schiller Hound
Q38729	Estonian Hound
Q38731	Schweizerischer Niederlaufhund
Q38737	Gull Terr
Q38738	Smaland-Stövare
Q38751	Maltese
Q38761	Irish Setter
Q38766	Mastín del Pirineo
Q38777	Großer Münsterländer
Q38790	Smooth Collie
Q38796	Tibetan terrier
Q38800	Patterdale Terrier
Q38808	Pharaoh Hound
Q38819	Hungarian Vizsla
Q38820	Redbone Coonhound
Q38824	Nova Scotia Duck Tolling Retriever
Q38836	Polski Owczarek Nizinny
Q38843	Keeshond
Q38856	Xoloitzquintle
Q38864	Puli dog
Q38869	Griffon d'arrêt à poil dur Korthals
Q38871	Magyar agár
Q38874	Peruvian Hairless Dog
Q38880	Parson Russell Terrier
Q38884	New Guinea Singing Dog
Q38895	Norwegian Lundehund
Q38906	Pražský krysařík
Q38910	Lagotto Romagnolo
Q38919	Pumi
Q38921	Indian Spitz
Q38922	Otterhound
Q38925	Norrbottenspets
Q38930	Pudelpointer
Q38932	Podenco canario
Q38934	Norwich Terrier
Q38940	Norfolk terrier
Q38950	Landseer (dog)
Q38951	Koolie
Q38958	Kanni
Q38959	Pekingese
Q38961	Norsk Elghund
Q38963	Slovenský čuvač
Q38965	Weimaraner
Q38972	Shar-Pei
Q38975	Swiss Hound
Q38980	Paisley Terrier
Q38990	Miniature Pinscher
Q38991	Tosa Inu
Q38999	Miniature Schnauzer
Q39002	Samoyed (dog)
Q39010	Schipperke
Q39026	Rhodesian Ridgeback
Q39035	Scottish Terrier
Q39041	Welsh Terrier
Q39047	Welsh Springer Spaniel
Q39052	Skye Terrier
Q39058	Shetland Sheepdog
Q39063	Podengo Português
Q39068	Sealyham Terrier
Q39073	Rafeiro do Alentejo
Q39075	Västgötaspets
Q39078	Posavski gonič
Q39080	Petit Basset Griffon Vendéen
Q39083	Porcelaine (dog)
Q39084	Tiroler Bracke
Q39093	Rottweiler
Q39095	Westfälische Dachsbracke
Q39096	Tatra Shepherd Dog
Q39103	Russian Spaniel
Q39108	Saluki
Q39113	Northern Inuit Dog
Q39122	Whippet
Q39126	Sabueso Español
Q39130	Svensk Lapphund
Q39138	Sussex Spaniel
Q39147	Shikoku (dog)
Q39157	Schapendoes
Q39161	Spinone Italiano
Q39172	Thai Ridgeback
Q39176	Russkiy Toy
Q39181	Tibetan Spaniel
Q39182	Meliteo Kinidio
Q39185	Tenterfield Terrier
Q39192	Stabyhoun
Q39195	Plott Hound
Q39200	Perro de Agua Español
Q39205	Tamaskan
Q39207	Silken Windhound
Q39210	Slovakian Wire-haired Pointing Dog
Q39214	Steirische Rauhhaarbracke
Q39229	Shiloh Shepherd
Q39239	Taigan
Q39244	Treeing Walker Coonhound
Q39249	St. John's Water Dog
Q39254	Phalène
Q39262	Podenco andaluz
Q39265	Wäller
Q39278	Welsh Sheepdog
Q39280	Schwyzer Laufhund
Q39285	Staffordshire Bull Terrier
Q39295	Siberian Husky
Q39306	Saarlooswolfhond
Q39322	Tibetan Mastiff
Q39330	Yorkshire Terrier
Q39331	Petit Gascon Saintongeois
Q39332	Russo-European Laika
Q39334	Nafar eper txakurra
Q39357	Shih Tzu
Q39405	White English Bulldog
Q39408	Sarplaninac
Q39412	Teddy Roosevelt Terrier
Q39435	West Siberian Laika
Q39587	Rough Collie
Q39605	Standard Schnauzer
Q39608	Wirehaired Vizsla
Q4152281	Azerbaijan wolfhound
Q4227301	Cocker Spaniel
Q4353411	Koochee
Q4353804	Hälleforshund
Q4354350	Gaucho sheepdog
Q44008	Pastor Americano
Q4735522	Alpine spaniel
Q4898	Epagneul de Saint-Usuge
Q516079	Africanis
Q5414	Great Dane
Q5429	Chart Polski
Q5441578	Feist (dog)
Q5570	American Bully
Q57258179	Original Fila Brasileiro
Q59537	Ca mè mallorquí
Q59617570	Bulgarian Shepherd Dog
Q63237632	Russian Salon Dog
Q64399719	Lapinporokoira
Q64828740	Ramanathapuram Mandai Sambal Manthai Indian dog
Q6865130	Miniature Australian Shepherd
Q6865135	Miniature Fox Terrier
Q7083925	Old English Terrier
Q7205446	Plummer Terrier
Q7254	Affenpinscher
Q7381819	Jack Russell Terrier
Q7540182	Bloodhound
Q7811575	Kazakh Mastiff
Q858459	Welsh Corgi
Q860671	Chihuahua (dog)
Q891548	Bolonka franzuska
